Date,Forecasted General Index
2023-12-01,186.78694960077743
2024-01-01,187.02031212805468
2024-02-01,187.1321472523679
2024-03-01,187.18574238255474
2024-04-01,187.21142696061003
2024-05-01,187.22373586904214
2024-06-01,187.2296347094461
2024-07-01,187.2324616309642
2024-08-01,187.23381638625884
2024-09-01,187.23446563028511
2024-10-01,187.23477676972655
2024-11-01,187.23492587814818
