Date,Forecasted General Index
2023-12-01,184.87479702956782
2024-01-01,185.54932028601849
2024-02-01,186.22356988042498
2024-03-01,186.89754592381522
2024-04-01,187.5712485271721
2024-05-01,188.24467780143343
2024-06-01,188.91783385749204
2024-07-01,189.59071680619581
2024-08-01,190.26332675834763
2024-09-01,190.9356638247054
2024-10-01,191.6077281159821
2024-11-01,192.27951974284582
